review_text,label,label_encoded
rela membantu keluarganya yang sibuk tinggal klik bayar dan tunggu untuk rumah enggak hanya sup dan mie,Negatif,0
terima kasih memudahkan kita untuk taat bayar pajak,Positif,2
sangat membantu sekal,Positif,2
belum bisa mendapatkan biaya pembayaran bank ex lading terus,Negatif,0
hari sampai rumah,Netral,1
cepat tinggal bayar virtual acount sambil rebahan di rumah stnk pak pos yang ngaterin mantap,Positif,2
alhamdulillah sangat membantu kami,Positif,2
ok saja,Netral,1
mudah dan praktis,Positif,2
good job,Netral,1
alhamdulillah pelayanan ini sangat membantu bahkan bagi wni yang posisi sedang di luar neger ingin membayar pajak kendaraan dari keluarga di rumah meskipun proses agak ribet sedikit yaitu pada saat pendaftaran kendaraan tidak langsung terverifikasi dan harus menulis sendiri email dulu untuk pengaduannya dan selesai saya bisa sampai di bulan sabtu tanggal tersebut dan di hari selasa terhitung januari surat tbpkp sudah sampai rumah semoga makin baik lagi dalam pelayanan dan sukses selalu,Negatif,0
mantap buat jadi sak signal mempermudahkan saya ini ibu rumah beli yg bilang masih keluar jauh ke samsat dia ada bayi cuman keluarga sudah datang stnk nya ke rumah pakai jasa yang regular mantap,Negatif,0
cepat dan mudah prosesnya,Positif,2
sangat membantu pekerjaan nya apps signal ini saya tidk repot ke samsat lagi saran untuk ada apps signal kendaraan yang di luar kakak sendiri tidak bisa lagi perpanjang harus bikin akun lagi kamu repot deh deh kamu permudahkan lagi cukup akun saja yang jelas ktp off pajak sama halnya itu saya mau perpanjang kendaraan orang tua tidak bisa karena warga nya beda terima kasih,Negatif,0
untuk area jakarta sangat cepat jadi kalo angkot polres tangerang jelek tinggi prosesnya,Negatif,0
pelayanan secara delivery baik dalam bermutu,Netral,1
tentu sangat tidak begitu susah buat daftar untuk data palsu valid selalu lah selalu sampai bisa cuma mau cek tapi hanya nya meminta ampun karena mau kalau saja tidak valid,Negatif,0
bagus untuk mengurangi pungli tetapi banyak yang agak ada kalau bisa pergi saja dan sudah di terima konsumen,Negatif,0
mau bayar pajak saja susahnya meminta ampun jadi harus pulang ke daerah asal apa gunanya bikin aplikasi,Negatif,0
mantap,Positif,2
sangat mudah dan simpel,Positif,2
bagus,Positif,2
alhamdulillah jadi stnk nya,Positif,2
proses cepat dan pengiriman juga cepat terima kasih signal dan pak pos,Positif,2
masih perlu diperbaiki lagi mulai dari no bpkb kode lokasi tidak tercetak,Netral,1
app terburuk masa itu yaitu,Negatif,0
proses pengiriman nya lama,Netral,1
langganan setiap tahun rekomended ok bamget,Netral,1
bagus membantu banget lebih mudah,Positif,2
sangat membantu tingkatkan terus pelayanan nya pak pol,Positif,2
tidak masuk uang beli untuk cek pajak saja tidak bisa,Negatif,0
sangat mudah dan praktis,Positif,2
mantap kondisi lagi sibuk tanpa halangan bayar pajak bisa lewat online,Positif,2
aplikasi enggak jelas hanya mulu pas aja aja saja enggak bisa masa ini enggak jadi masuk daftar lagi aneh aplikasi enggak lagi,Negatif,0
pengiriman lambat,Negatif,0
enggak jelas pada data pendapatan sesai nama kendaraan mobil sudah berhasil di pakai terus padahaau dia pajak loh,Netral,1
sudah diterma ok banget enggak perlu repot repot,Netral,1
proses agak lama,Netral,1
dulu saya perpanjangan sim saja karena aplikasi macet jadi setengah aplikasi setengah terima langsung ke kantornya tapi mau perpanjangan stnk karena telat tahun dan jadi bayar lunas tak juga anjurkan suruh ke samsat langsung jadi saya pekerjaan apa seharusnya dan dipindah terima kasih,Negatif,0
adi samsat kabupaten purwakarta,Netral,1
good,Netral,1
sunshine,Netral,1
manta sangat membantu,Positif,2
proses memang mudah karena adanya foto proses ini bilang ongkos pengiriman sampai hari karena di pasaran pasti tidak bisa hari pengiriman,Negatif,0
situs web verifikasi gagal terus,Negatif,0
anggaran pajak desa dan dana ngatri,Netral,1
foto yang sangat bersih dan tidak menolak pajak tahunan tapi untuk aplikasi yang kurang kalo ganti plat enggak lupa lewat aplikasi ini datang ke samsat,Negatif,0
mudah dan gampang tinggal bayar tahu an bagaimana caranya kalo ganti plat manta bagus,Positif,2
tapi ribet sudah sudah tentu masih jelas enggak bisa,Negatif,0
ok,Netral,1
no kartu keluarga tidak tertera tidak bisa bayar pajak,Negatif,0
mempermudah pemerintah daerah dalam melakukan pungutan pajak kendaraan tahunan dari pemilik kendaraan,Netral,1
nama lama,Netral,1
mantap sayang guru kedua itu tiada bisa apa tiga kata doang,Negatif,0
top,Positif,2
sangat membantu sekal untuk orang yang super sibuk,Positif,2
sangat terbantu mudah dan cepat tanpa sibuk antri cocok untuk para pekerja,Positif,2
mempermudah segala untuk pembayaran pajak terima kasih,Positif,2
seorangpun berhenti dan enggak kalah,Negatif,0
melakukan verifikasi enggak masuk sms bagaimana mau mendaftar,Netral,1
minggu enggak sempe stnk resi enggak bisa di cek hedeh,Negatif,0
sangat beracun,Netral,1
tingkatkan terus kemudahan untuk masyarakat agar kami merasa terbantu oleh sistem yang mudah dan cepat semangat memperbaharui dan tetap kompak,Positif,2
aplikasi signal sangat membantu dalam kepengurusan perpanjangan stnk tanpa ribet tanpa antri tanpa calo,Negatif,0
sebaiknya adakan pembayaran melakukan barcode qris apa saja agar lebih mudah lagi,Positif,2
maaf aplikasi sering error tolong segera dibenahi,Negatif,0
oke saja lah,Netral,1
sangat kuat agar mau bisa kem samsat tidak pekerjaan,Negatif,0
bikin paket yang cocok di lelet 1 sing padahal janji kasih duit ke nya lho,Negatif,0
sip tapi belum di kirim,Netral,1
aplikasi ketularan e ktp harus verifikasi ke kantor dukcapil harus yang pertama mengurus begituan bawa apa coba enggak melihat namanya dikira kantor nya kantor kota begitu kantor dukcapil malang itu ada kota pojok ditengah mana ada orang bilang entar kurang bisa pulang belum mau antri niat nya mau cek pajak jadi malas,Netral,1
terus berkembang prosesnya jadi enggak bergerak stuck di bulan enggak aktiva ingin jadi maju otomatis susah dengan komunikasi,Negatif,0
ok,Netral,1
aman,Netral,1
ok,Netral,1
sangat membantu kita dalam membayar pajak bermotor,Positif,2
sangat membantu sekal terima kasih signal samsat,Positif,2
awalnya ragu alhamdulillah bisa di percaya sip,Positif,2
pembayaran enggak bisa dilakukan sudah coba di reinstal tetap enggak berhasil sudah coba daftarkan ulang juga enggak bisa tolong di perbaiki,Negatif,0
sangat cepat prosesnya dan membantu saya,Positif,2
tidak juga film nik tidak sesai padahal sudah ya semua,Negatif,0
bayar pajak kok di persulit sudah coba dari bulan sampai sekarang enggak bisa buat areal bengkulu asik pemeliharaan katanya tanpa tindak lanjut biarlah pajak motor sama mobil di rumah ini enggak bayar semua karena di persulitt,Negatif,0
itu belum siap secara umum dan banyak kendala enggak bisa dan gagal daftar aplikasi selesai namun habis sama sekal waktu yang digunakan,Negatif,0
jadi mempermudah kita tapi menunggu pulang pos lumayan lama yang enggak papa sampah keseluruhan ok jek,Netral,1
dia kecewa dengan aplikasi ini baru kali ini saya mau cari pembayaran tapi demi sedikit setelah datang tanya ke email tidak bisa mendatangi kantornya terus apa fungsinya aplikasi maaf kalau masih mau meninggalkan kantornya,Negatif,0
bermanfaat,Netral,1
proses pembayaran biaya admin mau ongkir biaya mahal buat nya kirim nanti hanya jarak sekitar kamu tidak bisa ongkos harganya dengan kalau membayar sendiri antara ijo dan oren dan pengiriman nya,Negatif,0
kadang erorr tapi besar bisa besar mungkin gagal,Negatif,0
sangat membantu dalam proses pembayaran dan efisiensi waktu,Positif,2
sangat membantu simple dan mudah,Positif,2
tidak bisa melakukan pembayaran,Negatif,0
mantap cepat dan tepat,Positif,2
baru pertama kali bayar pajak pakai signal alhamdulillah joss enggak ada kendala saya sarankan pakai pengiriman express ya terima kasih signal,Positif,2
upload ktp padahal sudah sekarang ini masalah kenapa bisa di kasih tau ini dong salahnya dimana memang jawabannya sebenarnya nya tak diketahui capek lah,Negatif,0
memudahkan dalam membayar pajak terima kasih,Positif,2
aplikasi yang sangat berguna karena semua software yang bisa transaksi pembayaran semua next sudah dibuat anytime untuk itu,Negatif,0
kenapa kode bayar tidak terdaftar,Netral,1
apk apa ini enggak berguna,Netral,1
aplikasi tolol banyak bug,Netral,1
bagus hanya biaya pengiriman biaya bank dan tanda pengesahan terlalu mahal,Positif,2
sangat membantu,Positif,2
dengan cara pemakaian enggak meja,Netral,1
aplikasi web koneksi langsung,Netral,1
good,Netral,1
bagus bayar via signal tokopedia bagus,Positif,2
jadi bagian bubur enggak ribet bahan bagian pokoknya deh,Negatif,0
verifikasi taruna taruna bisa terus,Negatif,0
ini simpel dalam bentuk pajak massal,Netral,1
mobil dan sedang diluar pagar,Netral,1
hal ini tidak berlaku untuk kendaraan pengangkut kendaraan atau kendaraan berbahaya,Netral,1
nice,Netral,1
keadaan saat berjalan sama sekal selalu terkendala sistem pembayaran sehingga di katakan terkendalan terhadap kode tersebut,Netral,1
hari kerja sudah nympe rumah kab karanganyar jateng,Netral,1
good,Netral,1
mungkin salah satunye aplikasi yang mudah dan cepat dari pemerintah,Positif,2
h enggak guna simpan data saja juga bisa informasi macam apa n tentu enggak jelas banget,Negatif,0
alhamdulillah sudah selesai dengan aman dan cepat,Positif,2
boleh terlalu cepat dan tidak mudah,Negatif,0
terbaik sesai dengan kebutuhan dan keinginan,Netral,1
alhamdulillah mengurus pajak enggak perlu pulang kampung lagi saya kerja di bantam tapi bayar pajak nya di kampung gampang dan terpercaya,Positif,2
mudah sekali banget membuat ribet sama,Negatif,0
pertama pendaftaran selalu gagal kedua penambahan kendaraan gagal terus enggak lagi bisa ketiga kenapa tidak di update banyak yang kurang di aplikasi ini kurangnya pelayanan kendaraan nya yang atau bot yang tidak ada sama sekal live chat unit yang harusnya di ubah ke cs asli dan juga tidak ada penjelasan kapan pol tidak muncul jadinya enggak bisa juga kendaraan dari keluarga,Negatif,0
kenapa sampai sekarang belum sampai stnk nya padahal saya sudah bayar biaya kirim nya,Netral,1
sangat membantu,Positif,2
mantap sekarang bayar pajak sangat mudah,Positif,2
mantaab prosesnya sangat cepat enggak perlu ribet antri di sana,Negatif,0
pajak cuma ribu ada biaya ini itu dan ongkir jadinya ribu lebih hehehe,Netral,1
sangat membantu menghindari biaya tambahan lain hehe,Positif,2
bayar pajak kendaraan lebih mudah kapan pajak pengusaha di bikin semudah ini,Positif,2
terima kasih sangat membantu jadi tidak perlu antri proses kirim juga hanya hari,Positif,2
dari nov sampai lima tahun terakhir kok enggak pada 2005,Netral,1
sangat membantu semua jadi mudah,Positif,2
habis bayar online via signal habis itu sempat ragu gara gara lihat komeng negatif di akun ig signal banyak yang ngeluh dokumen gqk dikirim kirim sampai bulanan tapi alhamdulillah punya gue hari sudah sampai via pos indonesia bayar hari sabtu mei dokumen tiba di rumah hari rabu tanggal juni terima kasih pak polisi mantap,Positif,2
sangat memudahkan pembayaran pajak dan pengesahannya atas nama sendiri dan keluarga,Netral,1
memudahkan persiapan pembayaran,Netral,1
mau bayar malah eror terus,Netral,1
sudah ke kali bayar via signal tapi untuk yang ke kali nya kenapa status tanggal enggak berubah tapi tanggal tidak ada tanggal belum sampai disini disini masih tinggal collecting entar ada geng motor kena ada satu polisi bagaimana,Netral,1
berulang ulang saya tidak akan membayarnya untuk hidup demikian disini,Negatif,0
saya baru paham pakai signal makin mudah makin gampang banget dalam pembayaran pajak kendaraan roda dua atau roda empatterima kasih,Positif,2
mudah cuma untuk ke pengiriman saja terlalu lama dimaklum karena sedang pemutihan sukses untuk semua,Positif,2
mantap pelayanan super cepat saya pilih di antar cuma hari langsung sampai rumah,Positif,2
sangat membantu,Positif,2
sangat membantu dan mempermudah bayar pajak kendaraan bisa di lakukan di mana saja tanpa perlu ke samsat langsung proses cepat dan mudah,Positif,2
mudah dan cepat,Positif,2
sangat membantu sekal aplikasinya bagus,Positif,2
bayar pajak cepat tidak ada halangan apapun asal data sesai,Positif,2
tidak ada signal store untuk membuka daftar atau pengurusan kendaraan baru,Netral,1
mantap,Positif,2
terima kasih signal aplikasinya sangat membantu dan mempermudah bagi kami dalam membayar pajak kendaraan,Positif,2
berfungsi paling lambat pengiriman pengiriman,Negatif,0
alhamdulillah walo sedikit aga lama prosesnya bayar pajak jadi lebih mudah dengan aplikasi signal,Positif,2
tanggal mei 2005 bisa dipakai apps 2005 hits single,Netral,1
enggak perlu repot repot datang dan antri di samsat cukup tunggu di rumah mantap makin mempermudah bayar pajak,Positif,2
cukup membantu enggak perlu antri lagi,Positif,2
terima kasih jadi mudah pembayaran pajak hari stnknya sudah sampai rumah,Positif,2
tersebut sudah buat akun kenapa sepeda tidak cukup dipakai tapi cek pajak kendaraan belum tersedia mau bayar atau bayar,Negatif,0
isinya bug terus,Netral,1
menurut saya terlalu mahal biayanya,Netral,1
hari senin pembayaran pajak motor tahunan dan hari rabu sudah di antar ke rumah proses sangat mudah dan cepat terima kasih team signal,Positif,2
ini pastinya tidak berlaku untuk yang beli motor second dengan pemilik baru bisa daftar tapi ini enggak bisa membuat aplikasi tv benar yg bisa membantu tolong disini banyak yang beli motogp second dan pemilik lama kita enggak kenal di permudah saja agar pemilik baru yang bayar dan ktp masih pemilik lama bisa bayar lewat aplikasi itu juga,Negatif,0
lebih ditingkatkan lagi pelayanannya,Netral,1
enggak bisa login payah,Negatif,0
selalu ada perberitahuan ada masalah yg aliran di tiap browser link padahal bagi browser lain [UNK] saja,Netral,1
ribet namun instansi kepolisian masih meminta biaya aplikasi tidak kurang gaji dari warga rakyat,Negatif,0
bintang dulu karena proses pengiriman lama di kolektif,Netral,1
mantap pengiriman cepat,Positif,2
sekarang zaman sekarang sepi dan pertokoan macam jadi malas bayar disignal,Netral,1
mempermudah tidak antri sebab sudah tahun ini bayar pajak pakai signal saya tidak ke bawah lagi print asli pakai karena tidak punya waktu dan barang saya ke samsat diminta ke lantai jika mau print stnk asli saya harus mencoba karena kuitansi dan e bisa ada di pakaian saya sehingga bisa sebagai bayar sudah di pajak bawa stnk saya tetap bawa,Netral,1
bagus,Positif,2
semoga saja aplikasi ini selalu menjadi baik agar memudahkan banyak pemilik kendaraan bermotor mengingat di setiap kantor samsat banyak orang cerdik dan licik yang memanfaatkan ketidaktahuan pemilik kendaraan atas pajak dan lain lain,Netral,1
semuanya pernah cek pajak motor,Negatif,0
mau melihat kalau sudah lewat mobil polisi enggak bisa juga e walet enggak buta kode bayar sudah terdaftar padahal ingin mengikuti alias yang di casting lewat telepon,Negatif,0
mantap,Positif,2
saya belum bisa naik pajak di sini dulu uninstall dulu rusak rusak total,Negatif,0
enggak bisa pembayaran buat bayar pajak time out terus,Negatif,0
lebih memudahkan,Netral,1
kurang,Netral,1
dobol tidak bisa di andalkan,Negatif,0
bagus mempermudah warga,Positif,2
apk bi ri kemarin sudah kalau login bayar dan beres sekarang enggak bisa login daftar ulang yg selalu di terdaftar sama ducapi aneh bin abdur nit enggak sih mau memprmudah bayar info negara nanti malah salah,Negatif,0
membuat mudah,Positif,2
sangat membantu terima kasih,Positif,2
jadi butuh sesuatu yg sebelum pemutihan sangat puas cepat jadi baru sampai seminggu stnk sudah jadi dikirim kerumah yang lebih tepat buat ribet buat ini,Negatif,0
kemarin penghasilan motor hari sekarang pajak mobil berkas bakar kerumah dengan selamat rumah banget bagi yang rela suka byr sampai ke samsat terima cuma banyak aplikasi web,Negatif,0
jadi bisa game lagi,Negatif,0
harusnya biaya selain pajak bisa dihilangkan bisa free biaya admin bank biaya aplikasi dan ongkir makin top kalau begitu,Positif,2
kalau sekarang mau saja sudah enggak sudah bisa lewat signal signal belau jaya padahal bisa kita bayar,Negatif,0
biasanya sekal makan makan makan jadi ada ribet dan hanya antri,Negatif,0
